benchmark, result, time
C-LB-GWR+R-Dd+R-Dd+R-Oc+R-Oc.litmus, FAIL, 15
C-RW-GH+RW-R+RW-R+RW-R+RW-G+RW-R+RW-R.litmus, FAIL, 16
C-RR-G+RR-G+RR-G+RR-G.litmus, PASS, 13
C-LB-LRW+R-Dd+R-Oc+R-Dd+R-Oc.litmus, PASS, 13
C-LB-GWW+R-A+R-Oc.litmus, FAIL, 11
C-RW-G+RW-G+RW-G+RW-G+RW-RB.litmus, PASS, 17
C-LB-LRW+R-Dd+R-Dd+R-Dd+R-Dcv.litmus, PASS, 14
C-WW-G+WW-B+WW-R+WW-G+WW-G+WW-R.litmus, PASS, 17
C-RW-R+RW-R+RW-G+RW-G+RW-G+RW-G+RW-R+RW-R+RW-R+RW-R+RW-R+RW-R.litmus, FAIL, 24
C-LB-GRW+R-Dd+R-Oc+R-A+OB-OB.litmus, PASS, 17
C-RW-G+RW-Rr+RW-RC+RW-R+RW-G+RW-G+RW-R.litmus, PASS, 22
C-RW-G+RW-Rs+RW-RD+RW-R+RW-G+RW-R.litmus, PASS, 16
C-WR-G+WR-R+WR-G+WR-R.litmus, PASS, 12
C-LB-LWR+R-Dd+OB-O+OB-O+OB-OB.litmus, PASS, 15
C-RW-G+RW-G+RW-G+RW-B+RW-B+RW-B+RW-B.litmus, PASS, 28
C-RW-R+RW-R+RW-G+RW-G+RW-G+RW-G+RW-R+RW-R+RW-G+RW-R+RW-G+RW-G.litmus, PASS, 57
C-WW-G+WW-R+WW-G+WW-G+WW-R+WW-R.litmus, PASS, 17
C-RW-R2I.litmus, FAIL, 9
C-RW-G+RW-r+RW-a+RW-B+RW-G+RW-G+RW-G+RW-B.litmus, PASS, 23
C-RW-G+RW-G+RW-R+RW-G+RW-G+RW-G+RW-Rrd+RW-D.litmus, PASS, 25
C-LB-GWW+R-A+R-A+R-Oc+R-Oc.litmus, FAIL, 14
C-RW-G+RW-Rr+RW-RC+RW-R+RW-R+RW-R+RW-G+RW-R.litmus, FAIL, 17
C-RW-B+RW-B+RW-B+RW-B+RW-B.litmus, PASS, 14
C-LB-Lww+R-Od+R-Od+R-Od.litmus, PASS, 13
C-LB-GRR+R-Oc+OB-O+OB-O+OB-OB.litmus, PASS, 15
C-RW-G+RW-r+RW-C+RW-B+RW-B+RW-B+RW-B.litmus, PASS, 19
C-RW-G+RW-r+RW-a+RW-B.litmus, PASS, 12
C-LB-GRR+R-A+R-A+R-Oc+R-Oc.litmus, FAIL, 13
C-LB-LRR+R-Dd+R-Dd+R-Od.litmus, PASS, 13
C-LB-Lwr+R-D+R-D+R-D.litmus, FAIL, 10
C-LB-GWR+R-Dd+R-Dd+OB-OB.litmus, PASS, 13
C-RW-G+RW-G+RW-G+RW-R+RW-G+RW-G+RW-G+RW-R.litmus, PASS, 22
C-LB-LRR+R-Dd+R-Dd+R-Dd+R-A.litmus, PASS, 13
