benchmark, result, time
S+dmb.st+data.litmus, PASS, 9
MP+po+dmb.ldpa.litmus, FAIL, 8
S+popl+poal.litmus, PASS, 9
R+dmb.syll+popa.litmus, FAIL, 9
2+2W+dmb.ld+dmb.ldpl.litmus, FAIL, 8
S+po+dataap.litmus, FAIL, 8
Z6.4+dmb.sys.litmus, PASS, 10
2+2W+dmb.ldll+dmb.stlp.litmus, PASS, 9
LB+dmb.stpl+dmb.sypl.litmus, PASS, 8
MP+dmb.sylp+dmb.ldaa.litmus, PASS, 8
LB+dmb.ld+datapl.litmus, PASS, 9
MP+dmb.stpl+dmb.st.litmus, FAIL, 9
S+po+dmb.stap.litmus, FAIL, 8
2+2W+dmb.stlp+po.litmus, FAIL, 8
Z6.5.litmus, FAIL, 10
MP+dmb.ldpl+addraa.litmus, PASS, 9
SB+dmb.lds.litmus, FAIL, 8
MP+dmb.sypl+addraa.litmus, PASS, 8
2+2W+dmb.ldlls.litmus, PASS, 9
LB+dmb.ldap+dmb.stal.litmus, PASS, 8
MP+poll+addraa.litmus, PASS, 9
S+polp+datapl.litmus, FAIL, 8
LB+dmb.sypl+poal.litmus, PASS, 10
R+dmb.st+popa.litmus, FAIL, 8
R+dmb.stlp+dmb.stla.litmus, PASS, 10
S+dmb.sylp+poal.litmus, PASS, 9
LB+dmb.ldal+po.litmus, FAIL, 9
S+polp+dmb.syal.litmus, FAIL, 9
S+dmb.stll+dataal.litmus, PASS, 9
LB+dmb.st+dmb.syal.litmus, FAIL, 7
2+2W+dmb.stpl+dmb.stlp.litmus, PASS, 9
S+dmb.stll+po.litmus, FAIL, 8
LB+dmb.ldap+dmb.stap.litmus, PASS, 8
MP+dmb.ldpl+dmb.syap.litmus, PASS, 8
LB+dmb.sypl+poap.litmus, PASS, 8
MP+dmb.st+addrap.litmus, PASS, 8
S+dmb.sylp+poap.litmus, PASS, 9
S+polp+dmb.syap.litmus, FAIL, 8
MP+polp+addrap.litmus, FAIL, 8
LB+dmb.st+dmb.syap.litmus, FAIL, 8
S+dmb.stll+dataap.litmus, PASS, 8
MP+dmb.ldpl+dmb.ldpa.litmus, PASS, 8
2+2W+dmb.stpl+dmb.stll.litmus, PASS, 8
Z6.1+dmb.sy+po+data.litmus, FAIL, 9
LB+dmb.st+po.litmus, FAIL, 8
S+po+dataal.litmus, FAIL, 9
R+popl+dmb.ld.litmus, FAIL, 8
R+popl+dmb.sy.litmus, PASS, 8
MP+dmb.stll+dmb.ldpa.litmus, PASS, 9
2+2W+dmb.ldll+dmb.stll.litmus, PASS, 8
2+2W+dmb.st+po.litmus, FAIL, 8
