benchmark, result, time
4.SB+mfence+mfence+rfi-po+rfi-po.litmus, FAIL, 8
m23.litmus, FAIL, 8
W+RW+WR+WR+po+mfence+mfence.litmus, FAIL, 9
WW+RW+RW+WR.litmus, FAIL, 9
WW+WW+RW+WR+po+po+po+rfi-po.litmus, FAIL, 11
MP+po+po-pos-po.litmus, PASS, 8
Z6.5.litmus, FAIL, 7
podrw001.litmus, FAIL, 8
S+po-rmw+rmw-po.litmus, FAIL, 10
R+po+mfence-po-pos.litmus, PASS, 8
R+po+rfi-po-po.litmus, FAIL, 8
R+po+mfence-po.litmus, PASS, 8
MP+po-rmw+po.litmus, FAIL, 9
R+po+po-wsi-po.litmus, FAIL, 9
rwc-fenced.litmus, PASS, 8
MP+po+po-wsi-mfence.litmus, PASS, 8
MP+po+pos-po-pos.litmus, PASS, 8
MP+po+po-rfi.litmus, PASS, 8
WW+WR+WW+WR+po+rfi-po+po+rfi-po.litmus, FAIL, 11
m35.litmus, FAIL, 9
WW+WW+WW+RR.litmus, FAIL, 9
WW+RW+WR+WR+po+po+po+rfi-po.litmus, FAIL, 7
4.SB+mfence+mfence+mfence+rfi-po.litmus, FAIL, 9
R+rfi-pos.litmus, FAIL, 7
MP+po+rmw-mfence.litmus, FAIL, 9
WW+WR+WR+WR+po+mfence+po+mfence.litmus, FAIL, 8
R+po+po-po-po.litmus, FAIL, 9
WW+WW+RW+WR.litmus, FAIL, 8
n3.litmus, PASS, 9
4.SB+po+rfi-po+po+rfi-po.litmus, FAIL, 9
R+po+po-fri-mfence.litmus, PASS, 8
X002.litmus, FAIL, 7
MP+po+pos-fri-mfence.litmus, PASS, 8
WW+WR+WR+WR+po+po+rfi-po+po.litmus, FAIL, 8
W+RW+WR+WR.litmus, FAIL, 8
WW+WR+WR+WR+po+po+mfence+po.litmus, FAIL, 9
m13f.litmus, FAIL, 8
W+RW+WR+WR+po+rfi-po+mfence.litmus, FAIL, 9
R+po+mfence.litmus, PASS, 9
R+po+po-rfi-po.litmus, FAIL, 9
MP+po-rmw+rmw-mfence.litmus, FAIL, 9
MP+po+po-po-rfi.litmus, PASS, 9
m44i.litmus, FAIL, 8
RR+WR+rmw-mfence+rfi-po.litmus, FAIL, 8
RW+WR+rmw-po+po.litmus, FAIL, 8
m14.litmus, FAIL, 8
W+RW+RW+WR+po+po+mfence.litmus, FAIL, 9
MP+po+pos-po.litmus, PASS, 8
W+RWC+po+po+mfence.litmus, FAIL, 9
MP+po+po-fri-rfi.litmus, PASS, 8
W+RR+WW+WR+po+po+rfi-po.litmus, FAIL, 9
m34f.litmus, FAIL, 8
WW+RR+WW+RR.litmus, FAIL, 9
2+2W.litmus, FAIL, 8
2+2W+po+mfence-rmw.litmus, FAIL, 9
W+RW+WW+WR+po+po+rfi-po.litmus, FAIL, 10
W+RW+RW+RR.litmus, FAIL, 8
CoRWR.litmus, PASS, 7
WW+RW+WR+WR+po+po+mfence+mfence.litmus, FAIL, 9
m44iif.litmus, FAIL, 8
SB-XCHG.litmus, PASS, 9
Z6.0+po+po+mfence.litmus, FAIL, 8
R+mfence-rmw+rfi-po.litmus, FAIL, 10
WW+WR+WR+WR+po+rfi-po+rfi-po+rfi-po.litmus, FAIL, 10
WW+RW+RR+WR.litmus, FAIL, 9
MP+po+po-po001.litmus, PASS, 8
Z6.4+po+rfi-po+rfi-po.litmus, FAIL, 9
WW+WR+WR+WR+po+mfence+mfence+mfence.litmus, FAIL, 9
WW+RW+WW+WR+po+po+po+rfi-po.litmus, FAIL, 10
R+po+po-po-rfi001.litmus, PASS, 8
WW+WW+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 10
MP+mfence-rmw+rmw-mfence.litmus, FAIL, 9
m45iif.litmus, FAIL, 9
W+RR+WR+WR.litmus, FAIL, 8
S+po-rmw+po.litmus, FAIL, 8
3.SB+mfence+rfi-po+rfi-po.litmus, FAIL, 8
intel.5.litmus, PASS, 8
4.SB+po+rfi-po+po+po.litmus, FAIL, 9
R+po-rmw+mfence.litmus, FAIL, 10
nofence.litmus, PASS, 9
SB+po-rfis.litmus, PASS, 9
m34i.litmus, FAIL, 8
MP+po+fri-po-po001.litmus, PASS, 8
IRRWIW.litmus, FAIL, 9
MP+po-rmw+rmw-po.litmus, FAIL, 10
R+po+po-po-mfence001.litmus, PASS, 9
R+po+po-po-mfence.litmus, PASS, 8
iwp2.8.b.litmus, FAIL, 7
X000.litmus, FAIL, 7
n1.litmus, FAIL, 8
frmap.litmus, FAIL, 8
R+po+mfence-po-po001.litmus, PASS, 8
WW+RW+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 10
Z6.4+po+mfence+rfi-po.litmus, FAIL, 8
iwp2.3.a-amd4.litmus, FAIL, 7
MP+po+po-mfence.litmus, PASS, 8
WW+WR+WR+WR+po+rfi-po+mfence+rfi-po.litmus, FAIL, 10
WW+WR+WR+WR+po+mfence+rfi-po+mfence.litmus, FAIL, 7
R+po+po-rfi.litmus, PASS, 8
SB+po-rfi-pos.litmus, FAIL, 7
WRC.litmus, FAIL, 7
WW+WW+RR+WR+po+po+po+rfi-po.litmus, FAIL, 8
amd6.litmus, PASS, 9
W+RW+WW+WR.litmus, FAIL, 8
R+po-rmw+po.litmus, FAIL, 8
4.SB+mfence+po+rfi-po+po.litmus, FAIL, 9
3.SB+mfence+mfence+rfi-po.litmus, FAIL, 8
4.SB+mfence+po+mfence+po.litmus, FAIL, 9
WW+RR+WW+WR+po+po+po+mfence.litmus, FAIL, 9
WW+WW+RR+WR.litmus, FAIL, 8
RR+WR+rmw-mfence+po.litmus, FAIL, 7
LB+rmw-pos.litmus, FAIL, 11
WW+WW+WR+WR+po+po+mfence+mfence.litmus, FAIL, 9
SB+rfi+po-rfi-po.litmus, PASS, 8
